"","SEQN","SDDSRVYR","RIDSTATR","RIDEXMON","RIAGENDR","RIDAGEYR","RIDAGEMN","RIDAGEEX","RIDRETH1","DMQMILIT","DMDBORN2","DMDCITZN","DMDYRSUS","DMDEDUC3","DMDEDUC2","DMDSCHOL","DMDMARTL","DMDHHSIZ","DMDFMSIZ","INDHHIN2","INDFMIN2","INDFMPIR","RIDEXPRG","DMDHRGND","DMDHRAGE","DMDHRBR2","DMDHREDU","DMDHRMAR","DMDHSEDU","SIALANG","SIAPROXY","SIAINTRP","FIALANG","FIAPROXY","FIAINTRP","MIALANG","MIAPROXY","MIAINTRP","AIALANG","WTINT2YR","WTMEC2YR","SDMVPSU","SDMVSTRA"
"129",41603,5,2,1,2,7,89,90,1,NA,1,1,NA,1,NA,1,NA,5,5,4,4,0.7,NA,2,34,2,3,1,3,2,1,2,1,2,2,NA,NA,NA,NA,6832.221308,6880.770245,1,70
"130",41604,5,2,1,2,7,88,88,4,NA,1,1,NA,0,NA,NA,NA,4,4,10,10,3.3,NA,2,30,1,5,77,NA,1,1,2,1,2,2,NA,NA,NA,NA,8599.636344,9656.241648,2,68
"131",41605,5,2,2,2,36,442,443,3,2,1,1,NA,NA,4,NA,1,5,5,4,4,0.6,2,2,36,1,4,1,2,1,2,2,1,2,2,1,2,2,1,30711.436339,30723.814105,2,59
"132",41606,5,1,NA,1,8,102,NA,3,NA,1,1,NA,1,NA,1,NA,3,3,15,15,5,NA,1,51,1,4,6,NA,1,1,2,1,2,2,NA,NA,NA,NA,53713.890496,0,2,63
"133",41607,5,2,2,2,46,561,561,3,2,1,1,NA,NA,3,NA,1,3,3,14,14,5,NA,1,49,1,3,1,3,1,2,2,1,2,2,1,2,2,1,82333.450298,85620.508376,2,64
"134",41608,5,2,2,2,17,209,210,3,2,1,1,NA,10,NA,1,NA,4,4,14,14,3.77,NA,2,42,1,5,1,3,1,2,2,1,2,2,1,2,2,1,65599.355269,69785.365144,2,59
"135",41609,5,2,1,1,11,132,133,4,NA,1,1,NA,6,NA,1,NA,4,4,12,12,NA,NA,1,51,1,4,1,3,1,1,2,1,2,2,1,2,2,1,9206.608667,9167.376282,2,70
"136",41610,5,2,2,2,67,805,807,2,2,4,1,3,NA,3,NA,1,7,7,4,4,0.63,NA,2,67,4,3,1,5,1,2,2,1,2,2,NA,NA,NA,1,5529.495353,5855.017144,1,69
"137",41611,5,2,1,2,75,903,904,3,2,1,1,NA,NA,3,NA,2,2,2,3,3,0.8,NA,2,75,1,3,2,NA,1,2,2,1,2,2,1,2,2,1,20068.440228,19823.192378,1,65
"138",41612,5,2,2,2,80,NA,NA,3,2,1,1,NA,NA,2,NA,1,2,2,6,6,2.14,NA,1,80,1,2,1,2,1,2,2,1,2,2,1,2,2,1,37317.336964,41174.671402,2,60
"139",41613,5,2,1,1,71,857,859,4,1,1,1,NA,NA,5,NA,1,2,2,14,14,5,NA,1,71,1,5,1,4,1,2,2,1,2,2,1,2,2,1,6407.075641,6449.488543,2,70
"140",41614,5,2,2,2,2,33,34,3,NA,1,1,NA,NA,NA,NA,NA,3,3,15,15,5,NA,2,41,1,5,1,4,1,1,2,1,2,2,NA,NA,NA,NA,50219.185187,57034.922683,2,65
"141",41615,5,2,2,2,17,206,207,3,2,1,1,NA,10,NA,1,NA,3,3,5,5,1.28,NA,2,44,1,3,1,4,1,2,2,1,2,2,1,2,2,1,30285.542974,30448.381021,1,60
"142",41616,5,2,2,2,67,808,809,4,2,1,1,NA,NA,2,NA,3,1,1,3,3,1.11,NA,2,67,1,2,3,NA,1,2,2,1,2,2,1,2,2,1,12310.329932,13812.587761,2,67
"143",41617,5,2,1,2,80,NA,NA,3,2,5,1,9,NA,3,NA,2,1,1,4,4,1.47,NA,2,80,5,3,2,NA,1,2,2,1,2,2,1,1,2,1,32485.478437,36050.492264,1,68
"144",41618,5,2,2,2,46,554,555,3,2,1,1,NA,NA,4,NA,1,3,3,14,14,5,NA,1,44,1,4,1,4,1,2,2,1,2,2,1,2,2,1,82333.450298,85620.508376,2,64
"145",41619,5,2,2,1,20,251,252,1,2,1,1,NA,NA,2,NA,5,5,5,4,4,0.62,NA,2,40,2,1,1,1,2,2,2,2,2,2,1,2,2,1,21719.93559,22393.592918,1,62
"146",41620,5,2,1,1,9,110,110,3,NA,1,1,NA,2,NA,1,NA,7,7,7,7,1.01,NA,1,43,5,3,1,3,1,1,2,1,2,2,1,2,2,1,17917.289498,21833.321009,1,59
"147",41621,5,2,1,2,1,16,17,4,NA,1,1,NA,NA,NA,NA,NA,3,3,2,2,0.47,NA,2,23,1,3,5,NA,1,1,2,1,2,2,NA,NA,NA,NA,11292.825884,11200.899475,1,59
"148",41622,5,2,2,2,41,497,497,3,2,1,1,NA,NA,3,NA,1,5,5,6,6,1.04,2,2,41,1,3,1,3,1,2,2,1,2,2,1,2,2,1,30055.17538,29840.2367,1,61
"149",41623,5,2,1,1,29,350,351,4,2,1,1,NA,NA,5,NA,1,3,3,8,8,2.91,NA,1,29,1,5,1,5,1,2,2,1,2,2,1,2,2,1,27307.200629,27658.176919,1,68
"150",41624,5,2,1,2,68,822,822,2,2,1,1,NA,NA,1,NA,1,2,2,7,7,2.71,NA,1,68,1,1,1,1,1,2,2,1,2,2,1,2,2,1,7277.593295,7674.429627,2,66
"151",41625,5,2,1,2,26,320,321,1,2,2,2,2,NA,1,NA,4,6,6,3,3,0.4,2,1,49,1,1,1,1,2,2,2,2,2,2,1,2,2,2,22139.303076,22359.636542,1,66
"152",41626,5,2,1,1,24,289,289,2,2,4,2,3,NA,4,NA,5,5,5,15,15,4.44,NA,1,45,4,5,1,2,1,2,2,1,2,2,2,2,2,2,20353.442391,20631.730126,2,68
"153",41627,5,2,1,2,80,NA,NA,3,2,1,1,NA,NA,3,NA,1,2,2,10,10,5,NA,2,80,1,3,1,4,1,2,2,1,2,2,1,2,2,1,32485.478437,36050.492264,1,68
"154",41628,5,2,2,2,23,287,288,3,2,1,1,NA,NA,4,NA,3,2,2,3,3,0.79,2,2,23,1,4,3,NA,1,2,2,1,2,2,1,2,2,1,51463.0991,51905.135702,2,59
"155",41629,5,2,1,2,23,286,288,2,2,4,2,6,NA,2,NA,5,4,4,NA,NA,NA,2,1,42,4,1,1,1,1,2,2,NA,NA,NA,1,2,2,1,24478.066551,25389.465645,1,72
"156",41630,5,2,2,1,15,180,181,2,NA,1,1,NA,9,NA,2,NA,3,3,9,9,3.13,NA,2,44,4,5,5,NA,1,1,2,1,2,2,1,2,2,1,13099.454283,13230.233107,2,60
"157",41631,5,1,NA,1,2,28,NA,3,NA,1,1,NA,NA,NA,NA,NA,5,5,3,3,0.46,NA,1,24,1,3,1,2,1,1,2,1,2,2,NA,NA,NA,NA,9488.203732,0,1,59
"158",41632,5,2,1,1,0,1,2,1,NA,1,1,NA,NA,NA,NA,NA,4,4,10,10,3.3,NA,2,47,1,2,1,2,1,1,2,1,2,2,NA,NA,NA,NA,4473.039104,4608.734178,2,71
"159",41633,5,2,1,1,16,192,192,4,NA,1,1,NA,8,NA,1,NA,3,3,5,5,1.19,NA,2,37,1,3,5,NA,1,2,2,1,2,2,1,2,2,1,15230.393963,15432.273345,2,67
"160",41634,5,2,2,1,1,15,16,1,NA,1,1,NA,NA,NA,NA,NA,4,4,3,3,0.47,NA,2,25,2,4,1,2,2,1,2,2,2,2,NA,NA,NA,NA,11016.159778,12081.020061,2,65
"161",41635,5,2,1,1,19,239,241,1,2,2,2,2,10,NA,3,NA,4,4,6,6,1.21,NA,2,48,2,1,6,NA,2,2,2,1,2,2,2,2,2,2,10001.179934,10306.072118,1,65
"162",41636,5,2,1,2,61,737,738,1,2,2,1,8,NA,3,NA,1,5,5,8,8,1.81,NA,2,79,2,1,2,NA,2,2,2,2,2,2,2,2,2,2,6838.955768,7405.503199,2,70
"163",41637,5,2,2,1,27,329,329,1,2,2,2,2,NA,3,NA,5,7,1,15,NA,NA,NA,1,28,2,3,1,NA,2,2,2,NA,NA,NA,2,2,2,2,23728.628694,24323.073021,1,64
"164",41638,5,2,2,1,8,104,105,2,NA,1,1,NA,2,NA,1,NA,5,5,9,9,2.49,NA,2,32,4,1,1,3,2,1,2,2,2,2,1,2,2,1,11505.905217,11583.383733,1,69
"165",41639,5,2,1,1,37,454,454,1,2,1,1,NA,NA,5,NA,4,3,3,7,7,2.21,NA,2,25,1,5,3,NA,1,2,2,1,2,2,1,2,2,1,38735.204107,42118.893027,1,66
"166",41640,5,2,2,1,13,163,164,3,NA,1,1,NA,6,NA,1,NA,2,2,1,1,0.17,NA,2,51,1,4,3,NA,1,1,2,1,2,2,1,2,2,1,29572.088569,29689.339835,2,61
"167",41641,5,2,1,2,80,NA,NA,3,2,1,1,NA,NA,4,NA,2,2,2,99,99,NA,NA,2,80,1,4,2,NA,1,2,2,1,2,2,1,2,2,1,29370.222327,40113.360259,1,69
"168",41642,5,2,2,2,73,877,878,3,2,5,1,8,NA,3,NA,2,1,1,4,4,1.57,NA,2,73,5,3,2,NA,1,2,2,1,2,2,1,2,2,1,33536.861455,36376.133315,1,63
"169",41643,5,2,2,2,19,234,235,3,2,1,1,NA,15,NA,1,NA,3,1,7,4,1.73,NA,2,19,1,4,NA,NA,1,2,2,1,2,2,NA,NA,NA,1,30136.916167,30087.525155,2,67
"170",41644,5,2,2,2,13,159,160,4,NA,1,1,NA,7,NA,1,NA,3,3,5,5,1.4,NA,2,48,1,3,5,NA,1,1,2,1,2,2,1,2,2,1,15338.257165,15918.249068,1,64
"171",41645,5,2,2,1,0,6,7,3,NA,1,1,NA,NA,NA,NA,NA,3,3,2,2,0.34,NA,1,23,1,2,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,18697.843036,19359.198208,2,60
"172",41646,5,2,1,1,4,59,60,1,NA,1,1,NA,NA,NA,NA,NA,7,7,6,6,0.7,NA,1,52,2,2,1,1,2,1,2,2,2,2,NA,NA,NA,NA,14064.629187,14290.924283,2,72
"173",41647,5,2,1,2,0,4,5,1,NA,1,1,NA,NA,NA,NA,NA,7,7,4,4,0.44,NA,2,49,2,1,1,1,2,1,2,2,2,2,NA,NA,NA,NA,3660.48689,3892.167695,2,68
"174",41648,5,2,2,1,58,707,708,3,2,1,1,NA,NA,3,NA,1,2,2,14,14,5,NA,1,58,1,3,1,5,1,2,2,1,2,2,1,2,2,1,104240.230169,104430.826165,2,61
"175",41649,5,2,1,2,0,1,2,5,NA,1,1,NA,NA,NA,NA,NA,4,4,7,7,1.65,NA,2,23,1,3,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,9055.194279,10125.073562,2,67
"176",41650,5,2,2,2,11,142,143,3,NA,1,1,NA,5,NA,1,NA,4,4,6,6,1.45,NA,1,55,1,3,1,3,1,1,2,1,2,2,1,2,2,1,49756.430734,50176.529871,1,61
"177",41651,5,2,2,2,3,47,48,1,NA,1,1,NA,NA,NA,NA,NA,7,7,8,8,1.28,NA,2,58,1,3,3,NA,1,1,2,1,2,2,NA,NA,NA,NA,10117.365664,10260.692193,1,63
"178",41652,5,2,1,2,70,848,849,5,2,5,1,6,NA,5,NA,1,2,2,8,8,3.21,NA,1,71,5,5,1,5,1,2,2,1,2,2,1,2,2,1,39806.315534,40952.531203,2,67
"179",41653,5,2,1,1,19,230,231,5,2,1,1,NA,13,NA,1,NA,5,5,15,15,5,NA,1,49,5,4,1,5,1,2,2,1,2,2,NA,NA,NA,1,48849.984899,48731.620052,1,70
"180",41654,5,2,2,2,80,NA,NA,3,2,5,2,9,NA,1,NA,2,2,2,9,9,3.93,NA,2,80,5,1,2,NA,1,2,2,1,2,2,1,2,2,1,26659.474,30436.925116,2,74
"181",41655,5,2,2,2,2,26,27,3,NA,1,1,NA,NA,NA,NA,NA,3,3,3,3,0.58,NA,2,22,1,4,4,NA,1,1,2,1,2,2,NA,NA,NA,NA,9225.574563,10456.272821,1,61
"182",41656,5,2,1,2,14,176,176,1,NA,1,1,NA,8,NA,1,NA,5,5,1,1,0.03,NA,2,43,2,1,3,NA,2,1,2,1,2,2,1,2,2,1,13201.186123,13604.251292,2,72
"183",41657,5,2,2,1,8,105,107,3,NA,1,1,NA,1,NA,1,NA,5,5,8,8,2.02,NA,2,32,1,4,1,4,1,1,2,1,2,2,1,2,2,1,32065.585441,32504.399491,2,63
"184",41658,5,2,1,1,1,17,17,5,NA,1,1,NA,NA,NA,NA,NA,7,7,10,10,2.19,NA,1,30,4,3,1,4,1,1,2,1,2,2,NA,NA,NA,NA,23253.390935,23937.275777,2,69
"185",41659,5,2,1,2,15,187,188,3,NA,1,1,NA,9,NA,1,NA,6,6,10,10,2.46,NA,1,48,1,5,1,3,1,1,2,1,2,2,1,2,2,1,63376.725592,64936.016287,2,67
"186",41660,5,2,1,2,8,97,98,5,NA,1,1,NA,1,NA,2,NA,4,4,77,77,NA,NA,2,34,5,5,1,5,1,1,2,1,2,2,1,2,2,1,36674.010907,41631.263261,2,68
"187",41661,5,2,1,2,1,19,20,4,NA,1,1,NA,NA,NA,NA,NA,4,4,5,5,1.11,NA,2,21,1,2,5,NA,1,1,2,1,2,2,NA,NA,NA,NA,11426.898075,12363.326094,1,68
"188",41662,5,2,1,1,1,14,15,1,NA,1,1,NA,NA,NA,NA,NA,7,7,5,5,0.65,NA,2,61,2,1,1,1,2,1,2,2,2,2,NA,NA,NA,NA,9045.263543,9190.798754,2,72
"189",41663,5,2,1,2,32,395,396,1,2,1,1,NA,NA,2,NA,1,3,3,6,6,1.57,2,1,37,2,2,1,2,2,2,2,2,2,2,1,2,2,1,25990.375386,26403.704902,1,66
"190",41664,5,2,2,1,64,777,777,3,2,1,1,NA,NA,4,NA,3,1,1,3,3,1.27,NA,1,64,1,4,3,NA,1,2,2,1,2,2,NA,NA,NA,1,46864.678897,48150.206472,1,61
"191",41665,5,2,2,1,0,10,12,5,NA,1,1,NA,NA,NA,NA,NA,4,4,5,5,1.13,NA,2,23,1,3,4,NA,1,1,2,1,2,2,NA,NA,NA,NA,5918.067669,6278.364082,2,64
"192",41666,5,2,1,2,43,522,523,3,2,1,1,NA,NA,4,NA,1,5,5,10,10,2.9,2,2,43,1,4,1,NA,1,2,2,1,2,2,1,2,2,1,78434.78194,77873.857962,1,59
"193",41667,5,2,2,1,2,30,30,3,NA,1,1,NA,NA,NA,NA,NA,4,4,5,5,1.16,NA,1,30,1,3,1,3,1,1,2,1,2,2,NA,NA,NA,NA,10666.184231,10736.65229,1,67
"194",41668,5,2,2,1,66,794,794,4,1,1,1,NA,NA,5,NA,1,3,2,15,15,5,NA,1,66,1,5,1,5,1,2,2,1,2,2,1,2,2,1,6004.535599,6082.458728,2,62
"195",41669,5,2,1,1,22,275,275,4,2,1,1,NA,NA,4,NA,5,1,1,7,7,4.31,NA,1,22,1,4,5,NA,1,2,2,1,2,2,NA,NA,NA,1,25677.543865,26338.046289,1,59
"196",41670,5,2,1,1,27,331,331,4,2,1,1,NA,NA,2,NA,6,5,5,6,6,1.37,NA,1,27,1,2,6,NA,1,2,2,1,2,2,1,2,2,1,20084.330361,20147.939859,1,65
"197",41671,5,2,2,1,80,NA,NA,3,1,1,1,NA,NA,3,NA,3,1,1,5,5,1.92,NA,1,80,1,3,3,NA,1,2,2,1,2,2,1,2,2,1,25948.204278,26750.644921,2,60
"198",41672,5,2,1,2,63,765,766,1,2,2,1,8,NA,2,NA,1,3,3,8,8,2.56,NA,2,63,2,2,1,3,1,2,2,1,2,2,1,2,2,1,8427.714776,9110.641805,2,70
"199",41673,5,1,NA,1,3,37,NA,5,NA,1,1,NA,NA,NA,NA,NA,3,3,9,9,3.55,NA,2,41,4,5,1,5,1,1,2,1,2,2,NA,NA,NA,NA,47885.301775,0,1,72
"200",41674,5,2,2,1,25,311,313,4,2,5,2,2,NA,4,NA,1,1,1,6,6,2.69,NA,1,25,5,4,1,NA,1,2,2,1,2,2,1,2,2,1,22789.309376,24438.564429,2,74
"201",41675,5,2,2,2,71,853,854,3,2,1,1,NA,NA,3,NA,2,1,1,3,3,1.15,NA,2,71,1,3,2,NA,1,2,2,1,2,2,1,2,2,1,23231.846487,23272.046805,2,59
"202",41676,5,2,2,2,61,740,740,3,2,1,1,NA,NA,4,NA,6,2,1,8,5,1.96,NA,1,68,1,3,6,NA,1,2,2,1,2,2,1,2,2,1,52544.860904,53155.162373,2,63
"203",41677,5,2,1,1,71,859,861,3,2,1,1,NA,NA,3,NA,1,2,2,7,7,3.02,NA,1,71,1,3,1,3,1,2,2,1,2,2,1,2,2,1,28468.94398,28069.713244,2,68
"204",41678,5,2,2,1,17,210,210,4,2,1,1,NA,11,NA,1,NA,7,7,3,3,0.34,NA,2,19,1,3,NA,NA,1,2,2,NA,NA,NA,1,2,2,1,12300.491152,12931.561432,2,64
"205",41679,5,2,2,1,21,252,252,3,2,1,1,NA,NA,2,NA,5,2,2,6,6,1.97,NA,1,41,1,3,3,NA,1,2,2,1,2,2,1,2,2,1,91062.714372,93809.748799,1,61
"206",41680,5,2,2,1,63,759,760,4,2,1,1,NA,NA,3,NA,1,2,2,4,4,1.24,NA,2,55,1,3,1,3,1,2,2,1,2,2,1,2,2,1,6564.940098,8106.821763,1,67
"207",41681,5,2,2,2,14,179,180,3,NA,1,1,NA,8,NA,1,NA,7,7,6,6,0.81,NA,2,44,1,5,1,5,1,1,2,1,2,2,NA,NA,NA,1,50624.523881,50896.719714,1,60
"208",41682,5,2,2,2,44,528,529,3,2,1,1,NA,NA,5,NA,1,4,4,12,12,NA,2,1,44,1,5,1,5,1,2,2,1,2,2,1,2,2,1,82023.230723,85297.903679,1,63
"209",41683,5,2,2,1,72,873,874,3,1,1,1,NA,NA,4,NA,1,3,3,15,15,5,NA,1,72,1,4,1,2,1,2,2,1,2,2,1,2,2,1,31044.240133,31882.733001,2,62
"210",41684,5,2,2,2,10,127,128,2,NA,1,1,NA,4,NA,1,NA,6,6,9,9,2.04,NA,1,39,4,3,1,3,1,1,2,1,2,2,1,2,2,1,7910.319185,7751.509704,2,62
"211",41685,5,2,2,1,25,302,302,3,2,1,1,NA,NA,3,NA,5,5,5,5,5,0.94,NA,2,49,1,4,1,2,1,2,2,1,2,2,1,2,2,1,44570.588615,44342.529836,1,61
"212",41686,5,2,1,2,5,67,68,3,NA,1,1,NA,NA,NA,NA,NA,4,4,14,14,4.01,NA,2,36,1,4,1,3,1,1,2,1,2,2,NA,NA,NA,NA,53794.42148,61095.389311,2,67
"213",41687,5,2,1,1,31,373,374,1,2,1,1,NA,NA,2,NA,1,5,5,8,8,1.81,NA,2,79,2,1,2,NA,1,2,2,2,2,2,1,2,2,1,31808.650507,34121.512801,2,70
"214",41688,5,2,2,1,49,595,596,3,1,1,1,NA,NA,2,NA,1,2,2,6,6,1.9,NA,2,49,1,2,1,2,1,2,2,1,2,2,1,2,2,1,28803.804675,31602.188917,1,67
"215",41689,5,2,1,1,12,155,156,1,NA,1,1,NA,6,NA,1,NA,6,6,6,6,1.09,NA,2,33,2,4,1,4,1,1,2,1,2,2,1,2,2,1,15198.776754,15662.120907,1,66
"216",41690,5,2,2,1,52,628,628,1,1,1,1,NA,NA,5,NA,1,3,3,15,15,5,NA,2,52,1,5,1,5,2,2,2,1,2,2,1,2,2,1,17560.193207,18832.378972,2,65
"217",41691,5,2,2,1,60,731,732,3,2,1,1,NA,NA,3,NA,1,2,2,14,14,5,NA,1,60,1,3,1,4,1,2,2,1,2,2,1,2,2,1,53088.2953,51939.933025,2,63
"218",41692,5,2,1,2,5,63,64,1,NA,1,1,NA,NA,NA,NA,NA,6,6,15,15,5,NA,1,44,4,5,6,NA,1,1,2,1,2,2,NA,NA,NA,NA,11812.058638,12493.992517,1,73
"219",41693,5,2,2,1,50,608,609,4,2,1,1,NA,NA,4,NA,2,1,1,15,15,5,NA,1,50,1,4,2,NA,1,2,2,1,2,2,1,2,2,1,18724.122718,19714.519644,1,74
"220",41694,5,2,2,2,60,730,732,2,2,4,2,5,NA,4,NA,3,5,5,13,13,NA,NA,1,32,1,4,1,3,2,2,2,1,2,2,2,2,2,2,8359.699946,8112.485364,2,61
"221",41695,5,2,2,2,4,55,56,3,NA,1,1,NA,NA,NA,NA,NA,4,4,6,6,1.4,NA,2,28,1,4,1,4,1,1,2,1,2,2,NA,NA,NA,NA,11991.028085,12484.493055,2,64
"222",41696,5,2,1,1,12,145,146,1,NA,1,1,NA,6,NA,1,NA,6,6,15,15,4.58,NA,2,33,1,2,1,4,1,1,2,1,2,2,1,2,2,1,13405.371726,13814.042812,2,66
"223",41697,5,2,1,2,28,340,340,2,2,4,2,2,NA,1,NA,1,5,3,10,12,NA,3,2,52,4,2,1,4,2,2,2,2,2,2,2,2,2,2,13987.254402,14126.45753,2,69
"224",41698,5,2,2,1,42,507,508,3,2,1,1,NA,NA,4,NA,1,5,5,15,15,4.14,NA,2,40,1,5,1,4,1,2,2,1,2,2,1,2,2,1,108122.630461,110537.619006,1,69
"225",41699,5,2,1,1,51,613,614,4,2,1,1,NA,NA,4,NA,1,2,2,10,10,4.75,NA,1,51,1,4,1,4,1,2,2,1,2,2,1,2,2,1,19455.192916,20990.824731,1,65
"226",41700,5,2,2,1,55,664,666,3,2,1,1,NA,NA,2,NA,6,3,3,5,5,1.28,NA,1,55,1,2,6,NA,1,2,2,1,2,2,1,2,2,1,21572.249638,22521.085841,1,67
"227",41701,5,2,2,2,13,157,159,4,NA,1,1,NA,5,NA,1,NA,7,7,10,10,1.94,NA,2,58,1,4,3,NA,1,1,2,1,2,2,1,2,2,1,12407.970999,12877.158772,1,64
"228",41702,5,2,1,2,55,668,668,4,2,1,1,NA,NA,3,NA,3,1,1,7,7,3.43,NA,2,55,1,3,3,NA,1,2,2,1,2,2,1,2,2,1,22428.724303,22837.22915,1,59
"229",41703,5,2,2,2,0,1,2,2,NA,1,1,NA,NA,NA,NA,NA,5,5,2,2,0.28,NA,2,46,1,2,5,NA,1,1,2,2,2,2,NA,NA,NA,NA,4804.317455,5379.87168,2,61
"230",41704,5,2,1,1,16,195,195,1,NA,1,1,NA,10,NA,1,NA,4,4,14,14,3.68,NA,2,40,2,4,1,4,1,2,2,1,2,2,1,2,2,1,6702.685863,6907.021406,2,66
"231",41705,5,2,2,1,62,751,752,4,2,1,1,NA,NA,3,NA,1,6,5,9,9,2.42,NA,1,62,1,3,1,3,1,2,2,1,2,2,1,2,2,1,8567.88471,8297.073173,2,59
"232",41706,5,2,2,1,8,96,97,4,NA,1,1,NA,1,NA,1,NA,5,5,8,8,1.94,NA,2,40,4,4,1,3,1,1,2,1,2,2,NA,NA,NA,1,16441.575105,16194.064989,2,65
"233",41707,5,1,NA,1,51,617,NA,1,1,1,1,NA,NA,3,NA,77,6,6,NA,NA,NA,NA,1,51,1,3,77,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,11184.658549,0,2,72
"234",41708,5,2,2,2,37,454,454,3,2,1,1,NA,NA,4,NA,1,4,4,15,15,4.72,2,2,37,1,4,1,NA,1,2,2,1,2,2,1,2,2,1,85931.533457,88241.820701,2,63
"235",41709,5,1,NA,1,10,125,NA,3,NA,1,1,NA,4,NA,1,NA,7,7,14,14,2.97,NA,2,39,1,4,1,5,1,1,2,1,2,2,NA,NA,NA,NA,40116.464635,0,2,63
"236",41710,5,2,1,1,23,285,285,1,2,2,2,3,NA,4,NA,1,4,1,6,4,1.47,NA,2,54,2,4,4,NA,2,2,2,2,2,2,2,2,2,2,20523.202168,21071.845405,1,70
"237",41711,5,2,2,2,73,878,878,3,2,1,1,NA,NA,3,NA,1,2,2,8,8,3.65,NA,2,73,1,3,1,4,1,2,2,1,2,2,1,2,2,1,44933.414348,48737.532366,1,71
"238",41712,5,1,NA,2,0,11,NA,4,NA,1,1,NA,NA,NA,NA,NA,6,6,10,10,2.35,NA,1,29,5,2,6,NA,1,1,2,1,2,2,NA,NA,NA,NA,8539.426151,0,1,72
"239",41713,5,2,2,1,42,510,510,3,2,1,1,NA,NA,4,NA,1,3,3,5,5,1.28,NA,2,44,1,3,1,4,1,2,2,1,2,2,1,2,2,1,22505.36051,22501.080152,1,60
"240",41714,5,2,2,2,7,84,85,4,NA,1,1,NA,1,NA,2,NA,6,6,8,8,1.81,NA,1,52,1,4,1,5,1,1,2,1,2,2,NA,NA,NA,NA,9922.223651,10234.032317,1,63
"241",41715,5,2,2,2,74,889,889,3,2,1,1,NA,NA,3,NA,1,2,2,5,5,1.46,NA,1,77,1,4,1,3,1,2,2,1,2,2,1,2,2,1,29571.572974,28867.392056,1,62
"242",41716,5,2,2,1,0,9,10,3,NA,1,1,NA,NA,NA,NA,NA,2,2,3,3,0.71,NA,2,20,1,2,5,NA,1,1,2,1,2,2,NA,NA,NA,NA,13969.709319,14463.827249,2,62
"243",41717,5,2,2,2,72,875,876,3,2,1,1,NA,NA,2,NA,1,2,2,6,6,2.34,NA,2,72,1,2,1,3,1,2,2,1,2,2,1,2,2,1,33715.313253,32773.269768,1,67
"244",41718,5,2,1,2,50,605,605,1,2,2,2,3,NA,1,NA,1,3,3,3,3,0.64,NA,2,50,2,1,1,4,2,2,2,2,2,2,2,2,2,2,16965.190773,17218.351848,1,66
"245",41719,5,2,1,1,18,218,219,1,2,1,1,NA,11,NA,1,NA,3,3,6,6,1.46,NA,1,18,1,2,NA,NA,1,2,2,1,2,2,1,2,2,1,17527.491905,18061.828386,1,66
"246",41720,5,2,1,2,8,101,101,1,NA,1,1,NA,2,NA,1,NA,3,3,5,5,1.34,NA,2,31,1,2,5,NA,1,1,2,1,2,2,1,2,2,1,11047.158061,11115.658099,1,71
"247",41721,5,2,2,1,37,448,449,3,2,1,1,NA,NA,2,NA,1,3,3,3,3,0.84,NA,1,37,1,2,1,3,1,2,2,1,2,2,1,2,2,1,22782.557363,22963.497243,1,64
"248",41722,5,2,1,1,15,180,181,2,NA,1,1,NA,9,NA,1,NA,4,4,6,6,1.21,NA,2,45,4,2,3,NA,1,1,2,1,2,2,1,2,2,1,11147.423138,11390.038343,1,73
"249",41723,5,2,1,1,1,14,15,4,NA,1,1,NA,NA,NA,NA,NA,5,5,3,3,0.41,NA,2,21,1,2,1,NA,1,1,2,1,2,2,NA,NA,NA,NA,8889.054761,9009.673699,1,68
"250",41724,5,2,1,1,27,335,335,4,2,1,1,NA,NA,5,NA,5,4,4,6,6,1.63,NA,2,51,1,4,3,NA,1,2,2,1,2,2,1,2,2,1,24342.505253,24655.376656,2,68
"251",41725,5,2,1,2,77,927,928,3,2,1,1,NA,NA,3,NA,2,1,1,3,3,1.05,NA,2,77,1,3,2,NA,1,2,2,1,2,2,1,2,2,1,30497.975725,33079.971788,1,66
"252",41726,5,2,2,2,8,100,101,2,NA,1,1,NA,1,NA,1,NA,5,5,7,7,1.41,NA,1,27,1,4,1,4,1,1,2,1,2,2,1,2,2,1,13751.944649,14444.720219,2,65
"253",41727,5,2,2,2,22,266,267,3,2,1,1,NA,NA,5,NA,5,3,3,14,14,4.95,2,2,45,1,4,3,NA,1,2,2,1,2,2,1,2,2,1,107289.524345,108970.069956,1,69
"254",41728,5,2,1,2,47,570,571,3,2,1,1,NA,NA,5,NA,1,4,4,15,15,5,NA,2,47,1,5,1,5,1,2,2,1,2,2,1,2,2,1,143385.980606,147472.718829,2,65
"255",41729,5,2,2,1,53,637,637,3,2,1,1,NA,NA,2,NA,1,2,2,14,14,5,NA,1,53,1,2,1,4,1,2,2,1,2,2,1,2,2,1,83459.201226,83611.800559,2,63
"256",41730,5,2,1,1,35,426,426,1,2,2,2,3,NA,2,NA,1,3,3,5,5,1.16,NA,1,35,2,2,1,2,2,2,2,2,2,2,2,2,2,2,22605.692394,23634.836893,1,70
